"","Site","Plot","AspectYr2","Yr2NVC","pHYr2","SOMYr2","MSG","LiveBasalAreaYr2","mean_dbh","tree density","plot_richness","ShortNVC"
"975",6,15,340,"W10",5.5,5.8,5,0.435895981,8.55,0.635,34,"W10"
"976",6,16,360,"W8d",5,10.6,8,1.504037483,8.51,0.475,33,"W8"
"977",7,1,NA,"W10a",6.426,31.80999,5,1.235038612,15.6,0.38,19,"W10"
"978",7,2,NA,"W8d",5.563,10.26605,3,1.829977721,10.21,0.655,24,"W8"
"979",7,3,NA,"W8d",5.837,10.0632,3,1.413716694,14.79,0.43,14,"W8"
"980",7,4,NA,"W8d",6.8,29.02214,3,0.871791961,12.83,0.475,20,"W8"
"981",7,5,NA,"W8d",5.652,21.77347,3,1.113301897,14.69,0.585,19,"W8"
"982",7,6,NA,"W8d",6.031,20.09992,3,0.651880476,12.09,0.815,16,"W8"
"983",7,7,NA,"OV27d",6.275,17.48639,3,1.217367153,15.42,0.31,14,"OV27"
"984",7,8,NA,"W10a",6.793,10.81046,3,1.068141502,13.92,0.925,20,"W10"
"985",7,9,NA,"OV27",6.293,14.63222,3,NA,NA,NA,17,"OV27"
"986",7,10,NA,"OV27",6.431,12.97588,3,0.441786467,42.5,0.04,8,"OV27"
"987",7,11,NA,"OV24a",6.208,10.92863,3,NA,NA,NA,8,"OV24"
"988",7,12,NA,"W8d",6.853,12.83384,3,0.814850595,19.75,0.345,15,"W8"
"989",7,13,NA,"MG10a",6.194,11.25348,5,NA,NA,NA,8,"MG10"
"990",7,14,NA,"W8d",5.606,10.29779,3,0.901244392,14.44,1.015,19,"W8"
"991",7,15,NA,"W8d",5.813,9.501641,3,0.808960108,13.32,0.53,19,"W8"
"992",7,16,NA,"W8d",6.486,9.84413,5,0.712748833,14.22,0.375,23,"W8"
"993",8,1,NA,"W8d",8.3,15.3,3,0.592975613,9.26,0.345,50,"W8"
"994",8,2,NA,"W8d",4.7,16.5,3,3.224059461,10.37,0.59,33,"W8"
"995",8,3,NA,"W8d",5.4,14.2,3,1.164352777,11.54,0.235,38,"W8"
"996",8,4,NA,"W8d",5.4,10.4,5,1.472621556,10,0.63,51,"W8"
"997",8,5,NA,"W8d",6.3,14.2,5,1.606139244,7.88,1.85,36,"W8"
"998",8,6,NA,"W21",5.7,23.9,5,1.050470044,9.5,0.315,39,"W21"
"999",8,7,NA,"W10",5.4,10.1,3,0.669551934,11.41,0.205,42,"W10"
"1000",8,8,NA,"W12",5,17.4,3,0.700967861,11.36,0.39,37,"W12"
"1001",8,9,NA,"W8d",4.6,11.1,3,3.987859175,10.29,0.545,42,"W8"
"1002",8,10,NA,"W8d",5.6,13.6,3,4.213661147,10.15,1.37,37,"W8"
"1003",8,11,NA,"W8d",5.7,13.7,3,2.399391389,9.01,0.885,41,"W8"
"1004",8,12,NA,"W8d",5.1,15.4,5,8.39001588,10.19,1.185,40,"W8"
"1005",8,13,NA,"W21",5.5,14.7,5,1.278235511,10.71,0.32,41,"W21"
"1006",8,14,NA,"W8d",5.7,14.9,3,3.899501881,13.34,0.9,32,"W8"
"1007",8,15,NA,"W8d",7,16.7,3,1.955641427,10.79,1.045,23,"W8"
"1008",8,16,NA,"W8d",6.3,13.5,5,14.59466137,13.25,0.72,45,"W8"
"1009",9,1,270,"W21",7.775,5.099701,5,4.804673265,10.62,0.52,13,"W21"
"1010",9,2,180,"W21",6.989,17.26151,5,1.317505419,10.68,0.27,10,"W21"
"1011",9,3,180,"W12",7.33,10.60852,5,1.12900986,12.78,0.185,18,"W12"
"1012",9,4,180,"OV27d",5.85,14.69954,5,5.925829143,25.62,0.37,15,"OV27"
"1013",9,5,0,"W12",7.233,9.422451,3,2.972732048,13.45,0.46,19,"W12"
"1014",9,6,0,"OV27d",4.424,10.80035,5,2.727295122,33.33,0.185,16,"OV27"
"1015",9,7,0,"W8d",6.943,11.20451,3,3.328124717,14.52,0.745,16,"W8"
"1016",9,8,180,"W21",7.454,7.88677,5,0.989601686,16.71,0.27,13,"W21"
"1017",9,9,180,"W21",7.092,7.611024,3,0.869828466,8.43,0.795,13,"W21"
"1018",9,10,NA,"OV27d",7.259,12.08915,3,0.137444679,9.56,0.12,9,"OV27"
"1019",9,11,180,"W21",7.469,7.257754,3,0.779507677,15.28,0.115,13,"W21"
"1020",9,12,0,"W21",7.114,11.10354,3,1.142754328,10.09,0.205,14,"W21"
"1021",9,13,180,"W13",7.595,9.10192,3,0.331830724,37.5,0.14,9,"W13"
"1022",9,14,NA,"OV27d",6.593,12.13323,3,0.710785338,8.82,0.335,15,"OV27"
"1023",9,15,180,"OV27d",7.952,5.68993,3,0.971930227,9.23,0.505,25,"OV27"
"1024",9,16,0,"W21",3.761,7.693527,3,0.314159265,8.85,0.305,10,"W21"
"1025",10,1,12,"OV24a",6.6,13.5,5,0.021598449,8.57,0.085,14,"OV24"
"1026",10,2,180,"W8e",8.8,13.3,5,2.607521902,11.22,0.82,18,"W8"
"1027",10,3,45,"W8d",8.8,14.9,5,0.610647072,14.46,0.275,17,"W8"
"1028",10,4,5,"W13",8.6,18.2,3,1.290016483,14.06,0.705,6,"W13"
"1029",10,5,50,"W13",8.5,23.2,3,1.651299639,77.5,0.075,5,"W13"
"1030",10,6,150,"W21",7.6,14.1,3,1.315541924,28.06,0.23,11,"W21"
"1031",10,7,90,"W13",8.6,13.8,5,1.1545353,17.5,0.15,10,"W13"
"1032",10,8,90,"W13",8.6,10.4,3,0.155116137,10.52,0.425,19,"W13"
"1033",10,9,100,"W13",8.6,11.9,5,3.495021827,50,0.19,9,"W13"
"1034",10,10,260,"W21",5,5.4,5,0.536034247,13.75,0.495,23,"W21"
"1035",10,11,180,"W8d",8.1,13.1,5,0.104065257,7.67,0.45,29,"W8"
"1036",10,12,190,"W21",6,8.3,3,0.88946342,15.67,0.83,21,"W21"
"1037",10,13,210,"W8d",7.7,9.3,3,1.297870465,10.98,0.695,29,"W8"
"1038",10,14,162,"W21",8.8,19.5,3,0.693113879,11.02,0.545,14,"W21"
"1039",10,15,150,"W8d",8.7,13.3,5,0.954258769,16.02,0.365,14,"W8"
"1040",10,16,178,"W13",8.8,11.6,5,0.783434668,11.2,0.2,13,"W13"
"1041",11,1,NA,"W8d",4.5,12.4,5,2.085232124,13.24,0.29,19,"W8"
"1042",11,2,210,"W8d",5,11.2,5,2.089159115,16.46,0.335,23,"W8"
"1043",11,3,NA,"W21",4.4,11.9,7,5.248423227,23.45,0.44,20,"W21"
"1044",11,4,NA,"W10",4,19.1,7,1.739656932,15.89,0.415,19,"W10"
"1045",11,5,NA,"W10",4.6,12.2,7,0.844303026,20.42,0.215,22,"W10"
"1046",11,6,NA,"W10",4,12.4,7,2.778346003,20.7,0.455,28,"W10"
"1047",11,7,NA,"W10d",4.2,21.8,5,2.666426765,16.15,0.355,17,"W10"
"1048",11,8,NA,"W10",4.3,9.2,7,1.822123739,19.81,0.225,23,"W10"
"1049",11,9,NA,"OV27",4.1,10.8,7,2.884374755,42.5,0.2,17,"OV27"
"1050",11,10,NA,"OV27",5.1,10.1,7,1.026908099,34.17,0.095,25,"OV27"
"1051",11,11,NA,"W21",4.6,11.4,7,1.193805208,21.18,0.355,10,"W21"
"1052",11,12,NA,"W10",4.4,8.2,7,3.015928947,24.81,0.29,29,"W10"
"1053",11,13,NA,"OV27",4.5,10.1,7,2.417062848,31.5,0.29,17,"OV27"
"1054",11,14,NA,"W10",4.5,11.3,7,1.765182372,15.97,0.485,21,"W10"
"1055",11,15,NA,"W10a",4.2,13.9,7,2.456332756,53.75,0.205,14,"W10"
"1056",11,16,NA,"W8d",5.2,12.1,3,1.619883712,16.55,0.295,20,"W8"
"1057",12,1,NA,"W8d",8.3,13.9,8,2.988440012,9.78,0.67,22,"W8"
"1058",12,2,NA,"OV27d",7.9,22.5,3,0.031415927,7.55,1.035,30,"OV27"
"1059",12,3,NA,"W21",8.2,20.4,3,0.023561945,7.63,0.8,16,"W21"
"1060",12,4,NA,"W12",8,30.8,5,0.571377164,7.93,1.01,30,"W12"
"1061",12,5,NA,"W6",8,32.4,10,0.502654825,8.23,0.705,35,"W6"
"1062",12,6,NA,"W21",8.2,18.4,5,2.876520773,9.05,1.015,27,"W21"
"1063",12,7,NA,"W21",8.2,20.3,5,0.771653696,10.98,0.475,24,"W21"
"1064",12,8,NA,"W21",8.3,20.9,5,1.10741141,10.93,0.43,22,"W21"
"1065",12,9,NA,"W8d",6.7,32.1,5,1.29590697,11.13,0.63,28,"W8"
"1066",12,10,NA,"W8d",8.3,38.1,3,0.463384916,8.77,1.285,16,"W8"
"1067",12,11,NA,"W8d",8.4,32.1,3,0.137444679,10.39,0.505,23,"W8"
"1068",12,12,NA,"W21",6.7,27.3,3,2.829396884,10.39,0.86,24,"W21"
"1069",12,13,NA,"W21",7.7,30.7,5,2.144136986,10.12,0.815,19,"W21"
"1070",12,14,NA,"W8d",8.4,22.8,5,1.352848336,14.24,0.845,17,"W8"
"1071",12,15,NA,"W8d",8,28,5,0.956222264,9.74,0.485,13,"W8"
"1072",12,16,NA,"OV27d",8.2,36.1,5,0.779507677,10.3,1.1,11,"OV27"
"1073",13,1,NA,"OV21a",7.3,4.1,5,NA,NA,NA,27,"OV21"
"1074",13,2,NA,"OV24a",8.2,4.3,5,NA,NA,NA,10,"OV24"
"1075",13,3,NA,"OV20",7.4,3.8,5,NA,NA,NA,7,"OV20"
"1076",13,4,NA,"W10a",4,39.6,5,3.153373626,11.46,0.69,10,"W10"
"1077",13,5,NA,"W10a",4.5,8.4,5,1.643445657,10.06,0.605,8,"W10"
"1078",13,6,NA,"W21",7.6,23.2,5,0.168860605,13.49,0.835,20,"W21"
"1079",13,7,NA,"OV24a",8.3,5.1,5,NA,NA,NA,5,"OV24"
"1080",13,8,NA,"W10d",5.6,10,5,0.706858347,11.67,0.495,20,"W10"
"1081",13,9,NA,"W10b",4.8,7.6,5,1.708241005,16.54,0.365,10,"W10"
"1082",13,10,NA,"OV27",7,19.2,5,0.522289779,8.35,0.515,39,"OV27"
"1083",13,11,NA,"W10",4.5,14.4,5,1.41568019,26.5,0.24,13,"W10"
"1084",13,12,NA,"W10b",4.2,21.4,3,2.652682297,15.78,0.385,15,"W10"
"1085",13,13,NA,"W10b",4,20,5,2.104867078,17.93,0.355,11,"W10"
"1086",13,14,NA,"W21",4.4,11.1,5,2.71551415,11.25,1.155,12,"W21"
"1087",13,15,NA,"W10a",4.4,15.5,5,4.647593632,9.53,1.055,15,"W10"
"1088",13,16,NA,"W10a",4.2,13.3,5,4.141011817,9.91,1.4,14,"W10"
"1089",14,1,NA,"OV27d",4.34,8.46,3,0.677405916,8.34,0.97,15,"OV27"
"1090",14,2,NA,"OV27",4.594,29.19,5,0.345575192,9.72,0.455,34,"OV27"
"1091",14,3,NA,"W16b",4.395,58.25,7,5.827654372,10,0.915,5,"W16"
"1092",14,4,NA,"W16b",4.055,19.24,5,0.738274274,10.29,0.405,9,"W16"
"1093",14,5,NA,"W10d",4.167,34.37,5,0.771653696,11.9,0.235,8,"W10"
"1094",14,6,NA,"W16b",4.212,27.41,5,0.422151513,9.77,0.24,9,"W16"
"1095",14,7,NA,"OV27d",3.817,50.71,5,0.969966732,10.77,0.405,5,"OV27"
"1096",14,8,NA,"W16b",3.701,69.69,5,3.69922535,17.66,0.47,3,"W16"
"1097",14,9,NA,"W16b",3.936,8.84,5,3.779728661,10.42,0.515,7,"W16"
"1098",14,10,NA,"OV27d",4.219,6.85,5,1.344994355,11.5,0.54,3,"OV27"
"1099",14,11,NA,"W16b",4.138,9.39,5,0.636172512,8.88,0.695,8,"W16"
"1100",14,12,NA,"OV27d",4.355,18.8,3,2.244275252,9.52,0.885,17,"OV27"
"1101",14,13,NA,"OV27d",4.322,34.93,5,0.838412539,10.25,0.55,4,"OV27"
"1102",14,14,NA,"OV27d",4.056,10.2,5,0.041233404,7.83,0.725,4,"OV27"
"1103",14,15,NA,"W16b",3.919,13.85,5,2.206968839,8.49,0.665,4,"W16"
"1104",14,16,NA,"W12c",3.741,9.58,5,3.324197727,8.78,0.515,8,"W12"
"1105",15,1,0,"",NA,NA,5,NA,NA,NA,0,""
"1106",15,2,0,"W10d",4.094,24.99725,5,0.237582944,32.5,0.03,8,"W10"
"1107",15,3,0,"OV27",5.394,8.584799,5,1.906554042,51.5,0.245,12,"OV27"
"1108",15,4,0,"OV27d",6.386,7.707662,3,3.231913442,43.33,0.245,11,"OV27"
"1109",15,5,0,"OV27d",5.473,10.56018,5,3.581415625,41.5,0.39,7,"OV27"
"1110",15,6,0,"OV27",6.238,9.28091,3,1.829977721,42.5,0.16,13,"OV27"
"1111",15,7,0,"OV27d",6.492,10.02935,3,1.482439033,46.67,0.265,10,"OV27"
"1112",15,8,0,"OV27d",6.758,10.61288,3,1.405862712,38.75,0.29,9,"OV27"
"1113",15,9,0,"OV27d",5.223,12.20613,3,2.008655803,35,0.39,12,"OV27"
"1114",15,10,0,"W16",5.72,10.20529,3,6.827073535,56.79,0.38,6,"W16"
"1115",15,11,0,"W6",6.472,13.67606,3,1.547234382,38.75,0.435,7,"W6"
"1116",15,12,0,"W10a",4.704,9.636364,5,3.483240855,45.28,0.385,7,"W10"
"1117",15,13,0,"OV27d",5.453,10.07418,3,2.464186738,37.5,0.28,10,"OV27"
"1118",15,14,0,"W6",6.198,7.754063,3,3.671736414,42.5,0.24,19,"W6"
"1119",15,15,180,"OV27",6.619,6.267421,3,3.968224221,52.5,0.25,27,"OV27"
"1120",15,16,180,"W10d",4.604,10.91272,5,2.18929738,52.5,0.15,9,"W10"
"1121",16,1,NA,"W14",4.5,10.9,3,2.193224371,8.99,0.63,23,"W14"
"1122",16,2,NA,"W10c",4.2,8.8,5,2.057743188,8.78,0.685,35,"W10"
"1123",16,3,NA,"W10c",4.1,7.4,3,2.487748683,18.55,0.305,18,"W10"
"1124",16,4,NA,"W10c",4,38.5,3,2.242311756,11.46,0.215,29,"W10"
"1125",16,5,NA,"W10a",4.2,24.6,3,1.496183501,10.41,0.435,15,"W10"
"1126",16,6,NA,"W21",4.4,6.6,3,1.278235511,12.25,0.39,35,"W21"
"1127",16,7,NA,"W21",4.4,9.5,5,2.234457775,8.96,0.685,17,"W21"
"1128",16,8,NA,"W21",8.4,9.9,3,0.689186888,9.35,0.445,17,"W21"
"1129",16,9,NA,"W10",4.1,11.3,5,4.013384615,13.66,0.48,21,"W10"
"1130",16,10,NA,"W10a",4.1,11.5,5,1.939933464,11.48,0.44,14,"W10"
"1131",16,11,NA,"W10",4.1,18.3,5,2.375829444,20.71,0.255,25,"W10"
"1132",16,12,NA,"W10c",4.5,16.1,5,3.182826057,11.48,0.395,21,"W10"
"1133",16,13,NA,"W12a",5.1,9.8,5,0.064795348,8.11,0.23,36,"W12"
"1134",16,14,NA,"W12",4.7,10.3,3,2.481858196,10.91,0.37,28,"W12"
"1135",16,15,NA,"W10c",4.8,6.1,5,0.675442421,16.59,0.155,18,"W10"
"1136",16,16,NA,"W10c",4.1,8.4,3,0.806996613,14,0.115,25,"W10"
"1137",17,1,270,"W10c",3.444,39.01952,3,2.660536279,11.6,0.965,13,"W10"
"1138",17,2,45,"W10a",3.685,16.93376,3,1.621847207,9.4,1.345,17,"W10"
"1139",17,3,90,"W8d",6.9,16.9873,3,3.218168975,9.62,1.815,25,"W8"
"1140",17,4,45,"W16b",3.083,36.49062,3,2.599667921,14.5,0.42,11,"W16"
"1141",17,5,270,"W16b",3.678,58.2242,3,1.411753199,11.93,0.33,9,"W16"
"1142",17,6,45,"W16",3.16,52.39947,3,1.068141502,12.97,0.89,12,"W16"
"1143",17,7,270,"W21",5.635,7.947159,3,0.620464549,10.11,0.51,16,"W21"
"1144",17,8,270,"W10c",4.076,23.65896,5,2.929535149,9.75,0.79,17,"W10"
"1145",17,9,270,"W10a",5.129,6.271155,5,0.567450173,8.26,0.83,15,"W10"
"1146",17,10,180,"W8d",7.355,8.795606,3,1.759291886,8.85,0.66,25,"W8"
"1147",17,11,180,"W10c",4.182,6.684134,3,1.480475538,9.31,0.98,13,"W10"
"1148",17,12,180,"W8d",7.055,10.73411,3,1.500110492,9.86,0.405,18,"W8"
"1149",17,13,90,"W21a",6.684,6.976975,3,1.327322896,8.92,0.68,11,"W21"
"1150",17,14,90,"W8d",7.22,15.40005,3,0.437859476,8.47,1.235,29,"W8"
"1151",17,15,NA,"",NA,NA,3,NA,NA,NA,0,""
"1152",17,16,90,"W10a",7.342,21.62367,3,0.789325154,8.73,0.91,13,"W10"
"1153",18,1,0,"W10a",4.562,10.47967,5,2.619302875,8.33,0.91,11,"W10"
"1154",18,2,0,"W16b",4.666,14.19863,5,1.244856089,8.57,0.85,11,"W16"
"1155",18,3,90,"OV27d",4.683,14.73931,5,3.257438883,10.74,0.42,14,"OV27"
"1156",18,4,270,"W8d",4.346,16.60653,5,0.102101761,7.9,0.34,15,"W8"
"1157",18,5,90,"W8d",4.612,28.29183,5,0.453567439,9.32,0.675,9,"W8"
"1158",18,6,180,"W21",4.945,12.65981,5,7.288494956,25.5,0.345,29,"W21"
"1159",18,7,90,"W10c",4.754,16.56098,5,1.474585052,9.96,0.47,22,"W10"
"1160",18,8,NA,"MG7A",6.493,10.21347,5,NA,NA,NA,8,"MG7A"
"1161",18,9,135,"W12",5.672,10.21636,5,2.727295122,11.07,0.48,31,"W12"
"1162",18,10,135,"W8e",5.746,16.85477,5,0.675442421,8.94,0.58,25,"W8"
"1163",18,11,135,"W8e",5.69,12.24286,5,0.977820713,9.86,0.53,37,"W8"
"1164",18,12,135,"W21",6.468,18.20875,5,0.567450173,9.52,0.365,27,"W21"
"1165",18,13,45,"OV27d",5.424,11.41204,5,0.396626073,8.27,0.635,30,"OV27"
"1166",18,14,135,"OV27d",5.019,20.06044,5,1.623810703,9.46,0.48,21,"OV27"
"1167",18,15,135,"W10d",5.014,12.94882,5,6.181083546,20,0.77,24,"W10"
"1168",18,16,135,"MG7A",5.155,18.05456,5,6.257659867,82.5,0.32,14,"MG7A"
"1169",19,1,NA,"W8d",6.761,26.52319,5,2.177516408,10.91,0.925,20,"W8"
"1170",19,2,NA,"W8d",6.524,20.20539,5,0.430005494,8.44,0.98,20,"W8"
"1171",19,3,NA,"W10c",6.529,14.42472,5,0.836449044,10.57,0.565,20,"W10"
"1172",19,4,NA,"W10c",6.886,16.9108,5,1.105447915,10.21,0.64,17,"W10"
"1173",19,5,NA,"W8d",7.286,20.52819,5,0.850193512,10.11,0.89,21,"W8"
"1174",19,6,NA,"W10",6.861,23.91858,5,0.437859476,9.55,0.585,20,"W10"
"1175",19,7,NA,"W8d",6.935,18.38341,5,0.818777585,9.86,0.265,28,"W8"
"1176",19,8,NA,"W8d",6.765,15.0636,5,1.63362818,10.64,0.35,18,"W8"
"1177",19,9,NA,"W10a",6.753,15.33122,5,1.678788574,11.28,0.43,14,"W10"
"1178",19,10,NA,"W10a",5.705,14.13171,5,1.433351648,12.85,0.445,16,"W10"
"1179",19,11,NA,"W10c",5.154,13.10544,5,2.100940087,14.64,0.34,14,"W10"
"1180",19,12,NA,"W10c",6.131,14.95673,5,2.381719931,14.71,0.635,13,"W10"
"1181",19,13,NA,"W8d",6.295,20.91305,5,0.35931966,10.13,0.855,6,"W8"
"1182",19,14,NA,"W8d",6.272,15.4488,5,1.973312886,10,0.675,20,"W8"
"1183",19,15,NA,"W8d",6.333,34.94772,5,0.797179136,9.17,0.44,26,"W8"
"1184",19,16,NA,"W10c",6.41,40.43497,5,0.524253274,9.83,0.315,18,"W10"
"1185",20,1,NA,"OV27",7.044,12.67,3,NA,NA,NA,20,"OV27"
"1186",20,2,NA,"OV27d",7.708,16.66,3,1.718058482,12.88,0.415,7,"OV27"
"1187",20,3,NA,"W12",7.104,10.3,3,0.164933614,7.76,1.195,38,"W12"
"1188",20,4,NA,"W12",7.081,14.67,5,0.610647072,8.94,0.29,31,"W12"
"1189",20,5,NA,"W12",6.16,10.22,5,1.564905841,10.04,0.505,17,"W12"
"1190",20,6,NA,"W13",7.349,13.39,5,1.755364895,9.88,0.945,10,"W13"
"1191",20,7,NA,"W13",7.855,12.18,3,1.138827337,8.31,1.37,13,"W13"
"1192",20,8,NA,"OV27d",6.571,10.35,3,1.309651437,9.11,0.965,13,"OV27"
"1193",20,9,NA,"OV27d",7.988,12.3,3,2.635010838,40,0.225,27,"OV27"
"1194",20,10,NA,"W12",7.595,9.65,5,0.875718952,17.76,0.29,17,"W12"
"1195",20,11,NA,"W8d",8.325,15.1,3,0.076576321,8.62,1.47,38,"W8"
"1196",20,12,NA,"W12",5.374,7.83,5,0.846266521,10.36,0.22,26,"W12"
"1197",20,13,NA,"W13",7.4,17.5,5,0.873755457,29.17,0.32,14,"W13"
"1198",20,14,NA,"W12",8.671,16.7,3,0.176714587,8.9,0.525,34,"W12"
"1199",20,15,NA,"OV27",6.008,12.5,3,0.058904862,8.54,0.64,33,"OV27"
"1200",20,16,NA,"OV27",7.061,11.4,3,0.985674695,8.17,0.97,42,"OV27"
"1201",21,1,NA,"W21",5.9,10.8,7,0.767726705,15.12,0.265,21,"W21"
"1202",21,2,130,"W21",6.1,10.8,7,1.496183501,18.33,0.38,22,"W21"
"1203",21,3,100,"W8d",5.3,11.1,7,2.847068342,20.98,0.425,24,"W8"
"1204",21,4,NA,"W21",6.1,11.4,7,2.352267499,33.12,0.245,16,"W21"
"1205",21,5,NA,"W8d",6.2,8.5,7,0.771653696,19.27,0.52,28,"W8"
"1206",21,6,170,"W8d",6.1,9.6,4,3.196570525,27.02,0.515,19,"W8"
"1207",21,7,NA,"S5",5.7,8.4,5,NA,NA,NA,19,"S5"
"1208",21,8,300,"W21",5,12.9,5,2.336559536,28.17,0.385,18,"W21"
"1209",21,9,NA,"W21",5.1,7.4,5,0.543888228,24.64,0.155,27,"W21"
"1210",21,10,85,"W8d",6.3,10.3,5,0.979784209,19.25,0.67,8,"W8"
"1211",21,11,85,"W8d",6.4,12.7,5,1.384264263,17.72,0.35,7,"W8"
"1212",21,12,NA,"W21",6.2,11.2,5,1.904590546,18.96,0.395,15,"W21"
"1213",21,13,45,"W21b",5.4,6.6,5,2.57021549,15.88,0.495,15,"W21"
"1214",21,14,NA,"W8d",4.9,8.8,5,2.536836068,18.31,0.49,19,"W8"
"1215",21,15,NA,"W10",4.5,19.6,5,2.452405765,19.72,0.31,20,"W10"
"1216",21,16,90,"W21",4.7,13.4,7,1.315541924,31.59,0.32,16,"W21"
"1217",22,1,NA,"W13",6.319,7.300007,5,NA,NA,NA,7,"W13"
"1218",22,2,NA,"W8d",6.631,14.64929,3,0.19242255,8.46,0.435,23,"W8"
"1219",22,3,NA,"W8d",6.78,16.81795,5,0.206167018,9.08,0.25,29,"W8"
"1220",22,4,NA,"W6a",8.249,11.23596,3,0.55174221,12.12,0.375,19,"W6"
"1221",22,5,NA,"W13",7.145,9.677181,5,0.043196899,8.6,0.25,13,"W13"
"1222",22,6,NA,"OV27d",8.175,11.5514,5,1.215403658,14.66,0.45,13,"OV27"
"1223",22,7,NA,"W21",7.562,12.39967,5,0.569413668,9.34,0.39,17,"W21"
"1224",22,8,NA,"OV27d",7.391,9.210278,5,1.613993226,13.55,0.21,18,"OV27"
"1225",22,9,NA,"OV27d",7.363,15.79635,5,1.372483291,9.09,0.56,19,"OV27"
"1226",22,10,NA,"W8d",7.148,12.41386,5,2.097013096,11.58,0.445,21,"W8"
"1227",22,11,NA,"W21",6.7,15.91189,5,1.816233253,13.29,0.68,21,"W21"
"1228",22,12,NA,"W21",8.64,11.80539,5,0.029452431,7.68,0.29,17,"W21"
"1229",22,13,NA,"W8e",7.494,10.28576,5,1.545270886,12.37,0.385,20,"W8"
"1230",22,14,NA,"OV27",7.328,8.672353,3,NA,NA,NA,21,"OV27"
"1231",22,15,NA,"W8e",7.624,11.05834,5,4.111559385,12.93,0.48,18,"W8"
"1232",22,16,NA,"OV27d",6.883,10.9855,3,2.134319509,18.27,0.205,18,"OV27"
"1233",23,1,180,"W21",4.5,7.1,5,2.656609288,15.26,0.37,30,"W21"
"1234",23,2,180,"W10",5.1,7.8,5,1.600248758,11.43,0.25,23,"W10"
"1235",23,3,180,"W10",5.6,8.1,5,1.606139244,13.43,0.295,26,"W10"
"1236",23,4,NA,"W10c",5.4,6.8,5,1.333213382,8.29,1.105,18,"W10"
"1237",23,5,180,"W10",5,6,5,4.048727532,11.88,0.685,21,"W10"
"1238",23,6,180,"W10",6.6,11,5,0.677405916,16.25,0.275,37,"W10"
"1239",23,7,NA,"W8d",6.2,7.5,5,0.241509935,8.36,0.34,26,"W8"
"1240",23,8,180,"W8e",5.6,7.9,5,1.588467785,9.94,0.29,42,"W8"
"1241",23,9,180,"W8d",5.4,6.4,5,2.151990968,11.75,0.37,30,"W8"
"1242",23,10,180,"W10",5.4,6.4,5,1.350884841,14.42,0.31,21,"W10"
"1243",23,11,NA,"W8d",6.4,11.7,5,3.43808046,10.68,0.45,43,"W8"
"1244",23,12,180,"W8e",5.5,7.6,5,2.95506059,9.72,1.04,44,"W8"
"1245",23,13,NA,"W10",5.1,6.3,5,1.792671308,14.24,0.27,55,"W10"
"1246",23,14,NA,"W10",5.3,5.1,7,1.839795198,9.85,0.595,35,"W10"
"1247",23,15,180,"W10",5.1,6.8,5,1.981166867,11.59,0.4,57,"W10"
"1248",23,16,90,"W8d",5,7.9,5,1.99687483,9.77,0.72,24,"W8"
"1249",24,1,NA,"MG7A",6.897,13.5,5,NA,NA,NA,6,"MG7A"
"1250",24,2,NA,"MG7A",7.121,11.1,5,NA,NA,NA,6,"MG7A"
"1251",24,3,NA,"MG7A",7.249,11.8,5,NA,NA,NA,9,"MG7A"
"1252",24,4,NA,"MG7A",6.655,13.5,5,NA,NA,NA,8,"MG7A"
"1253",24,5,NA,"MG7A",6.696,12.4,5,NA,NA,NA,7,"MG7A"
"1254",24,6,NA,"W8d",6.351,15.1,5,0.812887099,9.74,0.485,31,"W8"
"1255",24,7,NA,"MG7A",7.077,11.1,5,NA,NA,NA,6,"MG7A"
"1256",24,8,NA,"W21",6.022,22,5,0.997455668,8.64,0.86,16,"W21"
"1257",24,9,NA,"W21",7.514,16.4,8,1.085812961,14.55,0.47,26,"W21"
"1258",24,10,NA,"OV27d",6.306,19.9,5,0.243473431,13.21,0.075,5,"OV27"
"1259",24,11,NA,"MG7A",6.268,11.9,5,NA,NA,NA,7,"MG7A"
"1260",24,12,NA,"MG7A",7.433,15.4,5,NA,NA,NA,3,"MG7A"
"1261",24,13,NA,"W8d",6.766,20.1,5,1.356775327,9.83,0.645,13,"W8"
"1262",24,14,NA,"W21",6.562,19.1,5,0.79521564,9.71,0.8,16,"W21"
"1263",24,15,NA,"W21",6.718,16.5,5,0.860010989,12.72,0.46,12,"W21"
"1264",24,16,NA,"W21",6.685,18.6,5,0.726493301,10.36,0.935,11,"W21"
"1265",25,1,NA,"W21",7.5,21.8,3,1.720021978,14.55,0.53,20,"W21"
"1266",25,2,NA,"W21a",8.3,19.9,3,2.01847328,14.8,0.615,13,"W21"
"1267",25,3,NA,"W21",7.2,19.9,3,1.937969968,15.83,0.36,11,"W21"
"1268",25,4,NA,"W8d",6.6,20.2,3,3.004147975,20.56,0.325,24,"W8"
"1269",25,5,NA,"W8d",6.5,9.9,3,1.602212253,14.54,0.65,23,"W8"
"1270",25,6,NA,"W8d",7.7,11.9,3,0.594939109,9.1,0.93,26,"W8"
"1271",25,7,NA,"W21",7.6,21.2,3,2.57021549,18.79,0.505,20,"W21"
"1272",25,8,NA,"W8d",7.6,20.9,3,2.175552913,11.1,0.645,27,"W8"
"1273",25,9,NA,"W8d",7.5,16.5,7,0.748091751,9.24,0.91,32,"W8"
"1274",25,10,NA,"W8d",6.7,18.7,5,0.663661448,10.97,0.5,22,"W8"
