Unnamed: 0,Site,Plot,Yr,Amalgams_x,species_x,cover_x,Amalgams_y,species_y,cover_y,alpha_x,percentamtree_x,percentinvtree_x,herbcover_x,percentamshrub_x,percentinvshrub_x,percentinvherb_x,lba_x,som_x,pH_x,shortcodes_x,alpha_y,percentamtree_y,percentinvtree_y,herbcover_y,percentamshrub_y,percentinvshrub_y,percentinvherb_y,lba_y,som_y,pH_y,shortcodes_y
336,30,7,2,9101619.0,Pteridium aquilinum,20.0,9201728.0,Rubus fruticosus agg.,20.0,12.0,,,40.0,0.3855421686746988,0.2469879518072289,0.5,1.038689071,19.52315,4.449,W10,12.0,,,40.0,0.3855421686746988,0.2469879518072289,0.5,1.0386890709999999,19.52315,4.449,W10
337,30,8,2,9101619.0,Pteridium aquilinum,40.0,9201728.0,Rubus fruticosus agg.,20.0,2.0,0.2857142857142857,0.2857142857142857,45.0,0.6842105263157895,0.21052631578947367,0.8888888888888888,0.805033117,31.966990000000006,4.146,W16,2.0,0.2857142857142857,0.2857142857142857,45.0,0.6842105263157895,0.21052631578947367,0.8888888888888888,0.805033117,31.966990000000003,4.146,W16
338,30,9,1,9101619.0,Pteridium aquilinum,95.0,9201728.0,Rubus fruticosus agg.,0.5,4.0,0.8148148148148148,,101.0,1.0,0.3333333333333333,0.9405940594059404,0.178678082,28.389,3.2,W10,4.0,0.8148148148148148,,101.0,1.0,0.3333333333333333,0.9405940594059405,0.178678082,28.389,3.2,W10
339,30,9,2,9101619.0,Pteridium aquilinum,40.0,9201728.0,Rubus fruticosus agg.,1.0,2.0,,,55.0,0.9902912621359224,0.019417475728155338,0.7272727272727273,0.255254403,52.76036,3.5,W10,2.0,,,55.0,0.9902912621359223,0.019417475728155338,0.7272727272727273,0.255254403,52.76036,3.5,W10
340,30,10,1,9101619.0,Pteridium aquilinum,25.0,9201728.0,Rubus fruticosus agg.,1.0,7.0,,,37.5,0.8666666666666667,0.13333333333333333,0.6666666666666666,0.7480917509999999,16.125999999999998,3.5,W10,7.0,,,37.5,0.8666666666666667,0.13333333333333333,0.6666666666666666,0.7480917509999999,16.125999999999998,3.5,W10
341,30,10,2,9101619.0,Pteridium aquilinum,10.0,9201023.0,Ilex aquifolium,0.5,14.0,0.07407407407407407,0.07407407407407407,32.5,0.3955223880597015,0.08208955223880597,0.3076923076923077,1.6257741980000002,24.39444,4.331,W10,14.0,0.07407407407407407,0.07407407407407407,32.5,0.39552238805970147,0.08208955223880597,0.3076923076923077,1.6257741980000002,24.39444,4.331,W10
342,30,10,2,9101619.0,Pteridium aquilinum,10.0,9201728.0,Rubus fruticosus agg.,5.0,14.0,0.07407407407407407,0.07407407407407407,32.5,0.3955223880597015,0.08208955223880597,0.3076923076923077,1.6257741980000002,24.39444,4.331,W10,14.0,0.07407407407407407,0.07407407407407407,32.5,0.39552238805970147,0.08208955223880597,0.3076923076923077,1.6257741980000002,24.39444,4.331,W10
343,30,11,1,9101619.0,Pteridium aquilinum,80.0,9201728.0,Rubus fruticosus agg.,0.5,8.0,,,85.5,0.75,0.125,0.935672514619883,0.830558558,14.904000000000002,3.6,W16,8.0,,,85.5,0.75,0.125,0.935672514619883,0.830558558,14.904000000000002,3.6,W16
344,30,11,2,9101619.0,Pteridium aquilinum,20.0,9201728.0,Rubus fruticosus agg.,10.0,7.0,,,37.5,0.39800995024875613,0.09950248756218906,0.5333333333333333,0.946404787,29.72308,4.447,W10,7.0,,,37.5,0.39800995024875624,0.09950248756218906,0.5333333333333333,0.9464047870000001,29.72308,4.447,W10
345,30,12,1,9101619.0,Pteridium aquilinum,1.0,9201728.0,Rubus fruticosus agg.,0.5,7.0,0.2638888888888889,,8.5,0.9375,0.0625,0.1176470588235294,2.063633674,17.605999999999995,4.2,W10,7.0,0.2638888888888889,,8.5,0.9375,0.0625,0.11764705882352941,2.063633674,17.605999999999998,4.2,W10
346,30,12,2,9101619.0,Pteridium aquilinum,20.0,9201728.0,Rubus fruticosus agg.,5.0,3.0,0.054054054054054064,,26.0,0.2380952380952381,0.047619047619047616,0.7692307692307693,0.058904862,38.55249,4.488,W15,3.0,0.05405405405405406,,26.0,0.23809523809523808,0.047619047619047616,0.7692307692307693,0.058904862,38.55249,4.488,W15
347,30,13,1,9101619.0,Pteridium aquilinum,100.0,9201728.0,Rubus fruticosus agg.,10.0,6.0,,,127.0,1.0,0.9090909090909092,0.7874015748031497,2.218749812,17.889,3.9,W10,6.0,,,127.0,1.0,0.9090909090909091,0.7874015748031497,2.218749812,17.889,3.9,W10
348,30,13,2,9101619.0,Pteridium aquilinum,80.0,9201728.0,Rubus fruticosus agg.,30.0,14.0,,,112.5,0.9836065573770492,0.9836065573770492,0.7111111111111111,1.189878218,12.10661,4.742,W10,14.0,,,112.5,0.9836065573770492,0.9836065573770492,0.7111111111111111,1.189878218,12.10661,4.742,W10
349,30,14,1,9101619.0,Pteridium aquilinum,50.0,9201728.0,Rubus fruticosus agg.,1.0,14.0,,0.21621621621621626,72.5,1.0,0.5,0.6896551724137931,0.486946861,15.629,4.0,W10,14.0,,0.21621621621621623,72.5,1.0,0.5,0.6896551724137931,0.486946861,15.629000000000001,4.0,W10
350,30,14,2,9101619.0,Pteridium aquilinum,100.0,9201728.0,Rubus fruticosus agg.,40.0,,,,,,,,,,,,,,,,,,,,,,
351,30,16,1,9101619.0,Pteridium aquilinum,90.0,9201728.0,Rubus fruticosus agg.,15.0,24.0,1.0,,114.0,0.9428571428571428,0.8571428571428571,0.7894736842105263,0.001963495,11.796,4.5,W10,24.0,1.0,,114.0,0.9428571428571428,0.8571428571428571,0.7894736842105263,0.001963495,11.796,4.5,W10
352,30,16,2,9101619.0,Pteridium aquilinum,10.0,9201728.0,Rubus fruticosus agg.,35.0,15.0,0.09734513274336284,,90.0,1.0,0.7692307692307693,0.1111111111111111,2.175552913,16.81011,4.775,W8,15.0,0.09734513274336283,,90.0,1.0,0.7692307692307693,0.1111111111111111,2.175552913,16.81011,4.775,W8
353,31,3,1,9101619.0,Pteridium aquilinum,5.0,9201728.0,Rubus fruticosus agg.,1.0,11.0,0.9285714285714286,,55.0,0.8333333333333334,0.3333333333333333,0.09090909090909093,1.12900986,9.95,5.6,OV27,11.0,0.9285714285714286,,55.0,0.8333333333333334,0.3333333333333333,0.09090909090909091,1.12900986,9.95,5.6,OV27
354,32,1,1,9101619.0,Pteridium aquilinum,90.0,9201728.0,Rubus fruticosus agg.,10.0,3.0,,,91.0,0.975609756097561,0.4878048780487805,0.989010989010989,1.6139932259999998,10.106,3.6,W10,3.0,,,91.0,0.975609756097561,0.4878048780487805,0.989010989010989,1.6139932259999998,10.106,3.6,W10
355,32,1,2,9101619.0,Pteridium aquilinum,5.0,9201023.0,Ilex aquifolium,0.5,5.0,,,22.0,0.5,0.25,0.2272727272727273,1.835868207,16.7,3.9,W10,5.0,,,22.0,0.5,0.25,0.22727272727272727,1.8358682069999999,16.7,3.9,W10
356,32,1,2,9101619.0,Pteridium aquilinum,5.0,9201728.0,Rubus fruticosus agg.,0.5,5.0,,,22.0,0.5,0.25,0.2272727272727273,1.835868207,16.7,3.9,W10,5.0,,,22.0,0.5,0.25,0.22727272727272727,1.8358682069999999,16.7,3.9,W10
357,32,2,1,9101619.0,Pteridium aquilinum,10.0,9201728.0,Rubus fruticosus agg.,1.0,1.0,0.1,,10.0,1.0,0.5,1.0,0.954258769,12.942,3.8,W15,1.0,0.1,,10.0,1.0,0.5,1.0,0.9542587690000001,12.942,3.8,W15
358,32,2,2,9101619.0,Pteridium aquilinum,5.0,9201023.0,Ilex aquifolium,0.5,5.0,,,7.5,0.75,0.5,0.6666666666666666,0.461421421,15.0,4.2,W10,5.0,,,7.5,0.75,0.5,0.6666666666666666,0.461421421,15.0,4.2,W10
359,32,2,2,9101619.0,Pteridium aquilinum,5.0,9201728.0,Rubus fruticosus agg.,0.5,5.0,,,7.5,0.75,0.5,0.6666666666666666,0.461421421,15.0,4.2,W10,5.0,,,7.5,0.75,0.5,0.6666666666666666,0.461421421,15.0,4.2,W10
360,32,4,1,9101619.0,Pteridium aquilinum,40.0,,,,1.0,,,,,,,0.948368282,20.654,3.4,W15,1.0,,,,,,,0.948368282,20.654,3.4,W15
361,32,4,2,9101619.0,Pteridium aquilinum,1.0,,,,2.0,,,1.5,,,0.6666666666666666,1.032798585,34.5,4.0,W16,2.0,,,1.5,,,0.6666666666666666,1.032798585,34.5,4.0,W16
362,32,5,2,9101619.0,Pteridium aquilinum,20.0,,,,3.0,,,21.5,,,0.9302325581395348,2.087195619,19.7,4.0,W15,3.0,,,21.5,,,0.9302325581395349,2.087195619,19.7,4.0,W15
363,32,6,2,9101619.0,Pteridium aquilinum,1.0,9201023.0,Ilex aquifolium,1.0,3.0,0.0847457627118644,0.0847457627118644,2.0,0.7777777777777778,0.2222222222222222,0.5,1.111338401,12.8,4.2,W10,3.0,0.0847457627118644,0.0847457627118644,2.0,0.7777777777777778,0.2222222222222222,0.5,1.111338401,12.8,4.2,W10
364,32,7,1,9101619.0,Pteridium aquilinum,90.0,9201728.0,Rubus fruticosus agg.,10.0,2.0,,,90.5,0.975609756097561,0.4878048780487805,0.994475138121547,2.087195619,12.115,3.7,W10,2.0,,,90.5,0.975609756097561,0.4878048780487805,0.994475138121547,2.087195619,12.115,3.7,W10
365,32,8,1,9101619.0,Pteridium aquilinum,0.5,9201023.0,Ilex aquifolium,0.5,5.0,0.21875,,3.0,1.0,0.2307692307692308,0.16666666666666666,1.215403658,7.298999999999999,3.9,W10,5.0,0.21875,,3.0,1.0,0.23076923076923078,0.16666666666666666,1.215403658,7.2989999999999995,3.9,W10
366,32,8,1,9101619.0,Pteridium aquilinum,0.5,9201728.0,Rubus fruticosus agg.,1.0,5.0,0.21875,,3.0,1.0,0.2307692307692308,0.16666666666666666,1.215403658,7.298999999999999,3.9,W10,5.0,0.21875,,3.0,1.0,0.23076923076923078,0.16666666666666666,1.215403658,7.2989999999999995,3.9,W10
367,32,8,2,9101619.0,Pteridium aquilinum,0.5,9201023.0,Ilex aquifolium,0.5,3.0,0.32142857142857145,0.32142857142857145,1.5,0.5,0.25,0.3333333333333333,1.03476208,9.3,4.1,W10,3.0,0.32142857142857145,0.32142857142857145,1.5,0.5,0.25,0.3333333333333333,1.03476208,9.3,4.1,W10
368,32,9,1,9101619.0,Pteridium aquilinum,80.0,9201728.0,Rubus fruticosus agg.,0.5,2.0,,,80.5,0.7857142857142857,0.07142857142857142,0.9937888198757764,1.737693437,11.315,3.6,W16,2.0,,,80.5,0.7857142857142857,0.07142857142857142,0.9937888198757764,1.737693437,11.315,3.6,W16
369,32,9,2,9101619.0,Pteridium aquilinum,30.0,9201023.0,Ilex aquifolium,0.5,4.0,,,51.5,0.7142857142857143,0.42857142857142855,0.5825242718446602,1.708241005,31.7,4.1,W10,4.0,,,51.5,0.7142857142857143,0.42857142857142855,0.5825242718446602,1.708241005,31.7,4.1,W10
370,32,9,2,9101619.0,Pteridium aquilinum,30.0,9201728.0,Rubus fruticosus agg.,1.0,4.0,,,51.5,0.7142857142857143,0.42857142857142855,0.5825242718446602,1.708241005,31.7,4.1,W10,4.0,,,51.5,0.7142857142857143,0.42857142857142855,0.5825242718446602,1.708241005,31.7,4.1,W10
371,32,11,2,9101619.0,Pteridium aquilinum,0.5,9201023.0,Ilex aquifolium,0.5,10.0,,,5.0,0.42857142857142855,0.2857142857142857,0.1,0.164933614,11.9,4.7,W10,10.0,,,5.0,0.42857142857142855,0.2857142857142857,0.1,0.164933614,11.9,4.7,W10
372,32,11,2,9101619.0,Pteridium aquilinum,0.5,9201728.0,Rubus fruticosus agg.,0.5,10.0,,,5.0,0.42857142857142855,0.2857142857142857,0.1,0.164933614,11.9,4.7,W10,10.0,,,5.0,0.42857142857142855,0.2857142857142857,0.1,0.164933614,11.9,4.7,W10
373,32,12,1,9101619.0,Pteridium aquilinum,5.0,9201728.0,Rubus fruticosus agg.,0.5,2.0,,,5.5,1.0,0.3333333333333333,0.9090909090909092,1.193805208,13.079,3.5,W16,2.0,,,5.5,1.0,0.3333333333333333,0.9090909090909091,1.193805208,13.079,3.5,W16
374,32,12,2,9101619.0,Pteridium aquilinum,60.0,9201023.0,Ilex aquifolium,0.5,5.0,,,67.0,0.6,0.2,0.8955223880597015,1.504037483,33.1,3.9,W10,5.0,,,67.0,0.6,0.2,0.8955223880597015,1.504037483,33.1,3.9,W10
375,32,14,1,9101619.0,Pteridium aquilinum,1.0,,,,2.0,,,,,,,1.665044106,9.443,3.8,W16,2.0,,,,,,,1.6650441059999999,9.443,3.8,W16
376,32,14,2,9101619.0,Pteridium aquilinum,1.0,9201023.0,Ilex aquifolium,0.5,4.0,,,3.0,0.25,0.25,0.3333333333333333,1.205586181,11.3,3.8,W10,4.0,,,3.0,0.25,0.25,0.3333333333333333,1.205586181,11.3,3.8,W10
377,32,15,2,9101619.0,Pteridium aquilinum,5.0,,,,6.0,,,8.0,0.3333333333333333,,0.625,3.919136835,14.1,4.1,W10,6.0,,,8.0,0.3333333333333333,,0.625,3.919136835,14.1,4.1,W10
378,33,8,2,9101619.0,Pteridium aquilinum,10.0,9201728.0,Rubus fruticosus agg.,10.0,14.0,0.2,0.6461538461538462,95.5,1.0,0.8695652173913043,0.10471204188481677,1.24878308,13.2,6.9,W21,14.0,0.2,0.6461538461538462,95.5,1.0,0.8695652173913043,0.10471204188481675,1.24878308,13.2,6.9,W21
379,33,9,1,9101619.0,Pteridium aquilinum,0.5,9201815.0,Sambucus nigra,0.5,13.0,0.2542372881355932,0.0903954802259887,115.0,0.4,0.2,0.004347826086956522,1.00923664,16.357,7.3,W8,13.0,0.2542372881355932,0.0903954802259887,115.0,0.4,0.2,0.004347826086956522,1.00923664,16.357,7.3,W8
380,33,10,1,9101619.0,Pteridium aquilinum,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
381,35,1,1,9101619.0,Pteridium aquilinum,20.0,9201728.0,Rubus fruticosus agg.,15.0,32.0,0.15584415584415584,,42.5,0.9142857142857144,0.8571428571428571,0.4705882352941176,0.023561945,11.555,5.5,W10,32.0,0.15584415584415584,,42.5,0.9142857142857143,0.8571428571428571,0.47058823529411764,0.023561945,11.555,5.5,W10
382,35,2,1,9101619.0,Pteridium aquilinum,10.0,9201728.0,Rubus fruticosus agg.,10.0,21.0,0.17857142857142858,,26.0,0.9565217391304348,0.8695652173913043,0.38461538461538464,0.272925862,18.248,5.1,W10,21.0,0.17857142857142858,,26.0,0.9565217391304348,0.8695652173913043,0.38461538461538464,0.272925862,18.248,5.1,W10
383,35,2,2,9101619.0,Pteridium aquilinum,0.5,9201023.0,Ilex aquifolium,0.5,9.0,0.3902439024390244,,28.5,0.918032786885246,0.8278688524590164,0.017543859649122806,0.259181394,10.44301,6.766,W21,9.0,0.3902439024390244,,28.5,0.9180327868852459,0.8278688524590164,0.017543859649122806,0.259181394,10.443010000000001,6.766,W21
384,35,2,2,9101619.0,Pteridium aquilinum,0.5,9201728.0,Rubus fruticosus agg.,50.0,9.0,0.3902439024390244,,28.5,0.918032786885246,0.8278688524590164,0.017543859649122806,0.259181394,10.44301,6.766,W21,9.0,0.3902439024390244,,28.5,0.9180327868852459,0.8278688524590164,0.017543859649122806,0.259181394,10.443010000000001,6.766,W21
385,35,3,1,9101619.0,Pteridium aquilinum,0.5,9201023.0,Ilex aquifolium,0.5,6.0,0.6567164179104478,0.5223880597014925,3.0,0.6666666666666666,0.2222222222222222,0.16666666666666666,1.454950098,11.468,5.4,W10,6.0,0.6567164179104478,0.5223880597014925,3.0,0.6666666666666666,0.2222222222222222,0.16666666666666666,1.454950098,11.468,5.4,W10
386,35,3,1,9101619.0,Pteridium aquilinum,0.5,9201728.0,Rubus fruticosus agg.,0.5,6.0,0.6567164179104478,0.5223880597014925,3.0,0.6666666666666666,0.2222222222222222,0.16666666666666666,1.454950098,11.468,5.4,W10,6.0,0.6567164179104478,0.5223880597014925,3.0,0.6666666666666666,0.2222222222222222,0.16666666666666666,1.454950098,11.468,5.4,W10
387,35,4,2,9101619.0,Pteridium aquilinum,10.0,,,,6.0,,,50.5,1.0,,0.19801980198019806,2.23642127,14.77965,4.268,W16,6.0,,,50.5,1.0,,0.19801980198019803,2.23642127,14.77965,4.268,W16
388,35,6,1,9101619.0,Pteridium aquilinum,15.0,9201728.0,Rubus fruticosus agg.,0.5,30.0,,,60.0,0.6666666666666666,0.16666666666666666,0.25,0.4437499620000001,43.785,3.8,W10,30.0,,,60.0,0.6666666666666666,0.16666666666666666,0.25,0.44374996200000005,43.785,3.8,W10
389,35,6,2,9101619.0,Pteridium aquilinum,50.0,,,,10.0,0.14492753623188406,,97.0,0.21428571428571427,,0.5154639175257731,0.740237769,11.69767,4.2330000000000005,W10,10.0,0.14492753623188406,,97.0,0.21428571428571427,,0.5154639175257731,0.740237769,11.69767,4.2330000000000005,W10
390,35,7,1,9101619.0,Pteridium aquilinum,0.5,9201728.0,Rubus fruticosus agg.,0.5,11.0,,,10.0,0.6666666666666666,0.3333333333333333,0.05,0.561559687,18.208,3.8,W10,11.0,,,10.0,0.6666666666666666,0.3333333333333333,0.05,0.561559687,18.208,3.8,W10
391,35,7,2,9101619.0,Pteridium aquilinum,40.0,9201023.0,Ilex aquifolium,0.5,13.0,,,103.5,0.75,0.125,0.3864734299516908,0.869828466,26.6458,4.167,W10,13.0,,,103.5,0.75,0.125,0.3864734299516908,0.869828466,26.6458,4.167,W10
392,35,7,2,9101619.0,Pteridium aquilinum,40.0,9201728.0,Rubus fruticosus agg.,0.5,13.0,,,103.5,0.75,0.125,0.3864734299516908,0.869828466,26.6458,4.167,W10,13.0,,,103.5,0.75,0.125,0.3864734299516908,0.869828466,26.6458,4.167,W10
393,35,8,1,9101619.0,Pteridium aquilinum,0.5,9201023.0,Ilex aquifolium,0.5,11.0,0.29508196721311475,,10.0,0.8,0.3,0.05,0.21794799,19.579,5.4,W21,11.0,0.29508196721311475,,10.0,0.8,0.3,0.05,0.21794799,19.579,5.4,W21
394,35,8,1,9101619.0,Pteridium aquilinum,0.5,9201728.0,Rubus fruticosus agg.,1.0,11.0,0.29508196721311475,,10.0,0.8,0.3,0.05,0.21794799,19.579,5.4,W21,11.0,0.29508196721311475,,10.0,0.8,0.3,0.05,0.21794799,19.579,5.4,W21
395,35,8,2,9101619.0,Pteridium aquilinum,0.5,9201023.0,Ilex aquifolium,0.5,5.0,0.13725490196078433,,22.0,0.972972972972973,0.2972972972972973,0.022727272727272728,0.392699082,15.39965,6.141,W21,5.0,0.13725490196078433,,22.0,0.972972972972973,0.2972972972972973,0.022727272727272728,0.39269908200000003,15.39965,6.141,W21
396,35,8,2,9101619.0,Pteridium aquilinum,0.5,9201728.0,Rubus fruticosus agg.,5.0,5.0,0.13725490196078433,,22.0,0.972972972972973,0.2972972972972973,0.022727272727272728,0.392699082,15.39965,6.141,W21,5.0,0.13725490196078433,,22.0,0.972972972972973,0.2972972972972973,0.022727272727272728,0.39269908200000003,15.39965,6.141,W21
397,35,9,1,9101619.0,Pteridium aquilinum,5.0,9201023.0,Ilex aquifolium,0.5,14.0,0.6235294117647059,0.1215686274509804,41.0,0.7,0.3,0.12195121951219512,1.987057353,20.942,5.5,W21,14.0,0.6235294117647059,0.12156862745098039,41.0,0.7,0.3,0.12195121951219512,1.9870573530000002,20.941999999999997,5.5,W21
398,35,9,1,9101619.0,Pteridium aquilinum,5.0,9201728.0,Rubus fruticosus agg.,1.0,14.0,0.6235294117647059,0.1215686274509804,41.0,0.7,0.3,0.12195121951219512,1.987057353,20.942,5.5,W21,14.0,0.6235294117647059,0.12156862745098039,41.0,0.7,0.3,0.12195121951219512,1.9870573530000002,20.941999999999997,5.5,W21
399,35,11,1,9101619.0,Pteridium aquilinum,0.5,9201728.0,Rubus fruticosus agg.,1.0,15.0,0.5409836065573771,0.00546448087431694,68.5,0.6666666666666666,0.3333333333333333,0.007299270072992701,0.8678649709999999,16.654,5.9,W8,15.0,0.5409836065573771,0.00546448087431694,68.5,0.6666666666666666,0.3333333333333333,0.0072992700729927005,0.8678649709999999,16.654,5.9,W8
400,35,16,1,9101619.0,Pteridium aquilinum,0.5,9201728.0,Rubus fruticosus agg.,1.0,19.0,0.3020527859237537,,13.0,0.6666666666666666,0.2222222222222222,0.038461538461538464,0.7971791359999999,15.055,7.3,W10,19.0,0.3020527859237537,,13.0,0.6666666666666666,0.2222222222222222,0.038461538461538464,0.7971791359999999,15.055,7.3,W10
401,36,1,1,9101619.0,Pteridium aquilinum,1.0,,,,8.0,0.3870967741935484,0.06451612903225806,19.5,0.045454545454545456,,0.05128205128205128,1.158462291,7.245,6.5,OV27,8.0,0.3870967741935484,0.06451612903225806,19.5,0.045454545454545456,,0.05128205128205128,1.158462291,7.245,6.5,OV27
402,36,1,2,9101619.0,Pteridium aquilinum,1.0,9201728.0,Rubus fruticosus agg.,5.0,11.0,0.44,,31.5,0.9142857142857144,0.2857142857142857,0.031746031746031744,0.91106187,13.6634,4.5710000000000015,W10,11.0,0.44,,31.5,0.9142857142857143,0.2857142857142857,0.031746031746031744,0.91106187,13.6634,4.571000000000001,W10
403,36,2,1,9101619.0,Pteridium aquilinum,1.0,9201023.0,Ilex aquifolium,0.5,10.0,0.21341463414634146,0.08536585365853659,57.0,0.631578947368421,0.10526315789473684,0.017543859649122806,1.3410673640000002,8.493,4.0,W16,10.0,0.21341463414634146,0.08536585365853659,57.0,0.631578947368421,0.10526315789473684,0.017543859649122806,1.3410673640000002,8.493,4.0,W16
404,36,2,1,9101619.0,Pteridium aquilinum,1.0,9201728.0,Rubus fruticosus agg.,0.5,10.0,0.21341463414634146,0.08536585365853659,57.0,0.631578947368421,0.10526315789473684,0.017543859649122806,1.3410673640000002,8.493,4.0,W16,10.0,0.21341463414634146,0.08536585365853659,57.0,0.631578947368421,0.10526315789473684,0.017543859649122806,1.3410673640000002,8.493,4.0,W16
405,36,3,1,9101619.0,Pteridium aquilinum,1.0,9201728.0,Rubus fruticosus agg.,0.5,6.0,0.25,0.04166666666666666,33.5,0.046875,0.015625,0.02985074626865672,0.8717919609999999,13.208,4.5,W16,6.0,0.25,0.041666666666666664,33.5,0.046875,0.015625,0.029850746268656716,0.8717919609999999,13.208,4.5,W16
406,36,4,1,9101619.0,Pteridium aquilinum,50.0,9201728.0,Rubus fruticosus agg.,0.5,8.0,0.19306930693069307,,55.0,0.5555555555555556,0.1111111111111111,0.9090909090909092,0.695077375,7.37,6.4,W10,8.0,0.19306930693069307,,55.0,0.5555555555555556,0.1111111111111111,0.9090909090909091,0.695077375,7.37,6.4,W10
407,36,5,1,9101619.0,Pteridium aquilinum,65.0,9201023.0,Ilex aquifolium,0.5,29.0,0.3577235772357724,,140.0,0.7368421052631579,0.15789473684210525,0.4642857142857143,1.370519795,10.794,5.2,W10,29.0,0.35772357723577236,,140.0,0.7368421052631579,0.15789473684210525,0.4642857142857143,1.370519795,10.794,5.2,W10
408,36,5,1,9101619.0,Pteridium aquilinum,65.0,9201728.0,Rubus fruticosus agg.,1.0,29.0,0.3577235772357724,,140.0,0.7368421052631579,0.15789473684210525,0.4642857142857143,1.370519795,10.794,5.2,W10,29.0,0.35772357723577236,,140.0,0.7368421052631579,0.15789473684210525,0.4642857142857143,1.370519795,10.794,5.2,W10
409,36,6,1,9101619.0,Pteridium aquilinum,5.0,9201728.0,Rubus fruticosus agg.,0.5,14.0,0.23430962343096234,,27.5,0.6,0.1,0.18181818181818185,1.745547418,6.5939999999999985,6.4,W10,14.0,0.23430962343096234,,27.5,0.6,0.1,0.18181818181818182,1.7455474180000001,6.593999999999999,6.4,W10
410,36,6,2,9101619.0,Pteridium aquilinum,5.0,9201728.0,Rubus fruticosus agg.,5.0,8.0,0.23728813559322035,0.06779661016949153,47.5,0.9375,0.625,0.10526315789473684,1.052433539,15.537629999999998,4.418,W16,8.0,0.23728813559322035,0.06779661016949153,47.5,0.9375,0.625,0.10526315789473684,1.0524335390000001,15.537629999999998,4.418,W16
411,36,7,1,9101619.0,Pteridium aquilinum,75.0,,,,7.0,0.18181818181818185,0.015810276679841896,119.0,0.6666666666666666,,0.6302521008403361,1.6238107030000002,12.737,4.3,W10,7.0,0.18181818181818182,0.015810276679841896,119.0,0.6666666666666666,,0.6302521008403361,1.6238107030000002,12.737,4.3,W10
412,36,8,1,9101619.0,Pteridium aquilinum,0.5,9201728.0,Rubus fruticosus agg.,0.5,20.0,0.4166666666666667,,22.0,0.7142857142857143,0.14285714285714285,0.022727272727272728,1.615956721,12.264,4.0,W10,20.0,0.4166666666666667,,22.0,0.7142857142857143,0.14285714285714285,0.022727272727272728,1.6159567209999999,12.264000000000001,4.0,W10
413,36,9,1,9101619.0,Pteridium aquilinum,20.0,9201728.0,Rubus fruticosus agg.,5.0,37.0,0.1,0.12307692307692307,93.0,0.7894736842105263,0.5263157894736842,0.21505376344086025,0.8933904109999999,9.838,4.0,W6,37.0,0.1,0.12307692307692308,93.0,0.7894736842105263,0.5263157894736842,0.21505376344086022,0.8933904109999999,9.838,4.0,W6
414,36,9,2,9101619.0,Pteridium aquilinum,0.5,9201728.0,Rubus fruticosus agg.,0.5,18.0,0.85,,62.0,1.0,0.3333333333333333,0.008064516129032258,0.746128255,7.836019,6.473,W6,18.0,0.85,,62.0,1.0,0.3333333333333333,0.008064516129032258,0.746128255,7.836019,6.473,W6
415,36,11,1,9101619.0,Pteridium aquilinum,0.5,9201023.0,Ilex aquifolium,0.5,8.0,0.796875,,5.0,0.625,0.125,0.1,1.757328391,13.402,4.0,W16,8.0,0.796875,,5.0,0.625,0.125,0.1,1.757328391,13.402000000000001,4.0,W16
416,36,12,1,9101619.0,Pteridium aquilinum,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
417,36,13,1,9101619.0,Pteridium aquilinum,80.0,9201728.0,Rubus fruticosus agg.,0.5,11.0,,,86.5,0.625,0.125,0.9248554913294798,0.323976742,8.44,5.0,W10,11.0,,,86.5,0.625,0.125,0.9248554913294798,0.323976742,8.44,5.0,W10
418,37,2,2,9101619.0,Pteridium aquilinum,30.0,,,,20.0,0.3442622950819672,,83.5,1.0,,0.3592814371257485,0.153152642,13.83893,5.7570000000000014,W10,20.0,0.3442622950819672,,83.5,1.0,,0.3592814371257485,0.153152642,13.83893,5.757000000000001,W10
419,37,3,1,9101619.0,Pteridium aquilinum,0.5,9201023.0,Ilex aquifolium,0.5,23.0,,,54.5,0.7857142857142857,0.14285714285714285,0.009174311926605505,0.567450173,23.854,3.4,W10,23.0,,,54.5,0.7857142857142857,0.14285714285714285,0.009174311926605505,0.567450173,23.854,3.4,W10
420,37,3,1,9101619.0,Pteridium aquilinum,0.5,9201728.0,Rubus fruticosus agg.,0.5,23.0,,,54.5,0.7857142857142857,0.14285714285714285,0.009174311926605505,0.567450173,23.854,3.4,W10,23.0,,,54.5,0.7857142857142857,0.14285714285714285,0.009174311926605505,0.567450173,23.854,3.4,W10
421,37,3,2,9101619.0,Pteridium aquilinum,0.5,9201728.0,Rubus fruticosus agg.,0.5,6.0,0.125,0.125,97.5,0.15384615384615385,0.07692307692307693,0.005128205128205128,0.463384916,14.111620000000002,4.57,W16,6.0,0.125,0.125,97.5,0.15384615384615385,0.07692307692307693,0.005128205128205128,0.46338491600000004,14.111620000000002,4.57,W16
422,37,4,2,9101619.0,Pteridium aquilinum,95.0,9201728.0,Rubus fruticosus agg.,1.0,10.0,0.2857142857142857,0.2857142857142857,133.5,0.7647058823529411,0.1176470588235294,0.7116104868913857,0.176714587,15.75524,5.371,W10,10.0,0.2857142857142857,0.2857142857142857,133.5,0.7647058823529411,0.11764705882352941,0.7116104868913857,0.176714587,15.755239999999999,5.371,W10
