species,status
Endodesmia calophylloides,AM
Garcinia conrauana,AM
Garcinia gnetoides,AM
Garcinia kola,AM
Garcinia mannii,AM
Garcinia ovalifolia,AM
Pentadesma grandifolia,AM
Symphonia globulifera,AM
Jollydora duparquetiana,AM
Jollydora glandulosa,AM
Tapura africana,AM
Diospyros gabunensis,AM
Diospyros gracilescens,AM
Diospyros holeana,AM
Diospyros iturensis,AM
Diospyros obliquifolia,AM
Diospyros preussii,AM
Diospyros pseudomespilus,AM
Diospyros zenkeri,AM
Erythroxylum mannii,AM
Croton longiracemosus,AM
Crotonogyne strigosa,AM
Crotonogynopsis ,AM
Dichostemma glaucescens,AM
Discoglypremna caloneura,AM
Klaineanthus gaboniae,AM
Macaranga monandra,AM
Maprounea membranacea,AM
Pycnocoma macrophylla,AM
Shirakiopsis elliptica,AM
Angylocalyx oligophyllus,EcM
Angylocalyx pynaertii,EcM
Anthonotha fragrans,EcM
Anthonotha ,EcM
Baikiaea insignis,EcM
Baphia capparidifolia,EcM
Baphia laurifolia,"EcM,AM"
Berlinia auriculata,EcM
Calpocalyx dinklagei,EcM
Dialium pachyphyllum,AM
Dialium ,EcM
Gilbertiodendron demonstrans,EcM
Hymenostegia afzelii,"EcM,AM"
Hymenostegia ,AM
Newtonia duparquetiana,AM
Piptadeniastrum africanum,AM
Talbotiella eketensis,AM
Mostuea brunonis,AM
Anthocleista schweinfurthii,AM
Anthocleista vogelii,AM
Lasianthera africana,AM
Leptaulus daphnoides,AM
Desbordesia insignis,AM
Irvingia gabonensis,AM
Klainedoxa trillesii,AM
Vitex grandifolia,AM
Beilschmiedia jacques-felixii,AM
Beilschmiedia ,AM
Beilschmiedia ,AM
Hypodaphnis zenkeri,non-mycorrhizal (checked for all types)
Napoleonaea talbotii,AM
Oubanguia alata,AM
Oubanguia laurifolia,AM
Rhaptopetalum nov.,AM
Scytopetalum klaineanum,AM
Lepidobotrys staudtii,AM
Cola acuminata,AM
Cola cauliflora,AM
Cola chlamydantha,AM
Cola digitata,AM
Cola lepidota,AM
Cola praeacuta,AM
Cola rostrata,AM
Cola semecarpophylla,AM
Cola ,AM
Cola ,AM
Cola suboppositifolia,AM
Cola verticillata,AM
Leptonychia echinocarpa,AM
Leptonychia pallida,"EcM,AM"
Grewia coriacea,AM
Scaphopetalum blackii,AM
Sterculia oblonga,AM
Sterculia tragacantha,AM
Soyauxia talbotii,"EcM,AM"
Warneckea membranifolia,AM
Caraipa parvifolia,AM
Guarea thompsonii,AM
Trichilia ,AM
Turraeanthus mannii,AM
Bersama ,AM
Memecylon lateriflorum,AM
Memecylon zenkeri,non-mycorrhizal (checked for all types)
Glossocalyx longicuspis,AM
Coelocaryon preussii,AM
Pycnanthus angolensis,AM
Eugenia fernandopoana,AM
Eugenia talbotii,AM
Syzygium rowlandii,AM
Ouratea calantha,AM
Gomphia mannii,AM
Campylospermum sulcatum,AM
Lophira alata,AM
Ouratea ,AM
Diogoa zenkeri,AM
Heisteria parvifolia,AM
Octoknema affinis,AM
Olax latifolia,AM
Ptychopetalum petiolatum,AM
Strombosia grandifolia,AM
Strombosia pustulata,AM
Strombosia scheffleri,AM
Strombosia ,AM
Strombosiopsis tetrandra,AM
Microdesmis puberula,AM
Panda oleosa,AM
Barteria fistulosa,AM
Antidesma laciniatum,"EcM,AM"
Antidesma vogelianum,AM
Bridelia ,AM
Cleistanthus letouzeyi,AM
Maesobotrya barteri,AM
Maesobotrya klaineana,AM
Maesobotrya staudtii,AM
Protomegabaria stapfiana,AM
Uapaca staudtii,"EcM,AM"
Carpolobia lutea,AM
Drypetes ivorensis,AM
Drypetes molunduana,AM
Drypetes principum,AM
Drypetes ,AM
Drypetes staudtii,AM
Sibangea similis,AM
Aidia genipiflora,AM
Aoranthe cladantha,AM
Aulacocalyx caudata,AM
Aulacocalyx jasminiflora,AM
Aulacocalyx talbotii,AM
Belonophora wernhamii,AM
Bertiera laxa,AM
Bertiera racemosa,AM
Craterispermum aristatum,AM
Didymosalpinx ,AM
Euclinia longiflora,AM
Gaertnera bieleri,AM
Heinsia crinita,AM
Ixora hippoperifera,AM
Ixora nematopoda,AM
Lasianthus batangensis,non-mycorrhizal (checked for all types)
Massularia acuminata,AM
Oxyanthus laxiflorus,AM
Pauridiantha afzelii,AM
Pauridiantha floribunda,AM
Pausinystalia macroceras,AM
Pavetta ,AM
Petitiocodon parviflorum,AM
Polysphaeria macrophylla,AM
Psychotria dorotheae,AM
Psychotria ,AM
Rothmannia hispida,AM
Rothmannia talbotii,AM
Rubiaceae ,AM
Rubiaceae ,AM
Schumanniophyton magnificum,AM
Sericanthe auriculata,AM
Stipularia africana,AM
Tarenna lasiorachis,AM
Tricalysia achoundongiana,AM
Dracaena bicolor,AM
Dracaena laxissima,AM
Dracaena ,AM
Araliopsis soyauxii,AM
Vepris lecomteana,AM
Zanthoxylum gilletii,AM
Caloncoba glauca,AM
Casearia barteri,AM
Homalium letestui,AM
Homalium longistylum,AM
Phyllobotryon spathulatum,AM
Chytranthus talbotii,AM
Deinbollia maxima,AM
Deinbollia pycnophylla,AM
Eriocoelum ,AM
Laccodiscus ferrugineus,AM
Placodiscus ,AM
Aporrhiza ,AM
Chrysophyllum africanum,AM
Chrysophyllum ,AM
Englerophytum ,AM
Lecomtedoxa klaineana,AM
Synsepalum stipulatum,AM
Zeyherella letestui,AM
Dicranolepis disticha,AM
Musanga cecropioides,AM
Allexis cauliflora,AM
Rinorea dentata,AM
Rinorea gabonensis,AM
Rinorea kamerunensis,AM
Rinorea leiophylla,AM
Rinorea lepidobotrys,AM
Rinorea oblongifolia,AM
Rinorea ,AM
Rinorea subintegrifolia,AM
Rinorea thomasii,AM
Rinorea woermanniana,AM
Erismadelphus exsul,AM
Disporum cantoniense,AM
Hedera helix,AM
Ophiopogon intermedius,AM
Sarcandra glabra,AM
Smilax rotundifolia,AM
Cinnamomum tamala,AM
Neolitsea sericea,AM
Persea odoratissima,AM
Fimbristylis furva,AM
Inga ,AM
Parkia ,EcM
Parkia velutina,EcM
Macrolobium limbatum,EcM
Macrolobium acaciifolium,EcM
Neea ,EcM
Neea ,EcM
Neea divaricata,EcM
Endlicheria ,AM
Endlicheria ,AM
Endlicheria ,AM
Micropholis sanctae-rosae,AM
Chrysophyllum ,AM
Symphonia globulifera,AM
Garcinia intermedia,AM
Tetragastris panamensis,AM
Tetragastris ,EcM
Quararibea ochrocalyx,AM
Qualea lineata,AM
Ampelocera edentula,AM
Sloanea ,AM
Acacia spirorbis,EcM
Arillastrum gummiferum,EcM
Melaleuca pancheri,EcM
Melaleuca quinquenervia,EcM
Tristaniopsis calobuxus,EcM
Tristaniopsis glauca,EcM
Tristaniopsis guillainii,EcM
Tristaniopsis macphersonii,EcM
Tristaniopsis ninndoensis,EcM
Tristaniopsis vieillardii,EcM
Nothofagus aequilateralis,EcM
Nothofagus balansae,EcM
Nothofagus codonandra,EcM
Vellozia stenocarpa,non-mycorrhizal (checked for all types)
Comanthera elegantula,non-mycorrhizal (checked for all types)
Lagenocarpus rigidus,non-mycorrhizal (checked for all types)
Cyperus reflexus,non-mycorrhizal (checked for all types)
Vellozia albiflora,AM
Xyris asperula,AM
Microlicia ,AM
Hyptis ,AM
Xyris seubertii,AM
Axonopus ,AM
Vellozia albiflora,AM
Vellozia caruncularis,AM
Anacardium humile,AM
Kielmeyera rubriflora,AM
Mimosa minarum,AM
Byrsonima ,AM
Eugenia ,AM
Eriope ,AM
Bromeliaceae ,AM
Lagenocarpus rigidus,non-mycorrhizal (checked for all types)
Comanthera suberosa,non-mycorrhizal (checked for all types)
Cactaceae ,AM
Asteliaceae ,AM
Comanthera aciphylla,non-mycorrhizal (checked for all types)
Asteraceae aff. Vernonia,AM
Lippia ,AM
Centrosema venosum,AM
Hyptis ,AM
Chamaecrista desvauxii,AM
Vellozia albiflora,AM
Xyris pterygoblephara,AM
Vellozia caruncularis,AM
Lagenocarpus rigidus,non-mycorrhizal (checked for all types)
Vellozia caespitosa,AM
Vellozia epidendroides,AM
Niedenzuella ,AM
Axonopus ,AM
Cyperus reflexus,non-mycorrhizal (checked for all types)
Centrosema venosum,AM
Klotzschia ,AM
Cyperus ,AM
Paepalanthus pedunculatus,AM
Chamaecrista desvauxii,AM
Lippia ,AM
Comanthera elegantula,non-mycorrhizal (checked for all types)
Comanthera aciphylla,non-mycorrhizal (checked for all types)
Xyris seubertii,AM
Vellozia ,AM
Lagenocarpus rigidus,non-mycorrhizal (checked for all types)
Comanthera dealbata,non-mycorrhizal (checked for all types)
Paepalanthus reflexus,non-mycorrhizal (checked for all types)
Microlicia ,AM
Calliandra erubescens,AM
Vellozia caruncularis,AM
Xyris cf. sincorana,AM
Asteliaceae ,AM
Comanthera centauroides,AM
Xyris minarum,AM
Xyris seubertii,AM
Paepalanthus pedunculatus,AM
Hyptis ,AM
Xyris ,AM
Cyperus reflexus,non-mycorrhizal (checked for all types)
Xyris asperula,AM
Actinocephalus pachyphyllus,AM
Polygala ,AM
Aethionema cordatum,AM
Aethionema grandiflorum,AM
Aurinia petraea,AM
Lobularia maritima,AM
Alyssum montanum,AM
Alyssum murale,AM
Alyssum strictum,AM
Anchonium elichrysifolium,AM
Arabis alpina,AM
Arabis crucisetosa,AM
Boechera missouriensis,AM
Boechera perennans,AM
Aubrieta canescens,AM
Aubrieta deltoidea,AM
Barbarea vulgaris,AM
Biscutella intermedia,AM
Biscutella laevigata,AM
Brassica elongata,AM
Brassica napus ,AM
Brassica repanda,AM
Brassica tournefortii,AM
Bunias erucago ,AM
Bunias orientalis ,AM
Camelina rumelica,AM
Capsella bursa-pastoris ,AM
Cardamine angustata ,AM
Cardamine breweri,AM
Cardamine bulbosa,AM
Cardamine bulbifera,AM
Cardamine californica,AM
Cardamine flexuosa,AM
Cardamine hirsuta,AM
Cardamine lyrata,AM
Cardamine obliqua,AM
Cardamine pensylvanica,AM
Cardamine pratensis,AM
Cardamine trifolia,AM
Cardamine uliginosa,AM
Arabidopsis lyrata subpetraea,AM
Lepidium draba,AM
Carrichtera annua,AM
Guillenia flavescens,AM
Chorispora sabulosa,AM
Chorispora tenella,AM
Clypeola jonthlaspi,AM
Cochlearia officinalis ,AM
Conringia orientalis,AM
Crambe filiformis ,AM
Cryptospora falcata ,AM
Descurainia argentina ,AM
Descurainia californica,AM
Descurainia incana subincisa,AM
Descurainia pinnata,AM
Diplotaxis griffithii,AM
Draba aizoides,AM
Draba asprella,AM
Draba cusickii,AM
Draba helleriana,AM
Draba hispanica,AM
Draba muralis,AM
Draba muralis,AM
Draba paysonii,AM
Erophila verna,AM
Dryopetalon runcinatum,AM
Enarthrocarpus lyratus,AM
Eremobium aegyptiacum,AM
Erucaria crassifolia,AM
Erucaria hispanica,AM
Erucaria microcarpa,AM
Erysimum capitatum subangustatum,AM
Erysimum cheiranthoides,AM
Erysimum diffusum,AM
Erysimum nevadense,AM
Erysimum linifolium,AM
Erysimum myriophyllum,AM
Erysimum repandum,AM
Euclidium syriacum,AM
Vella bourgaeana,AM
Fibigia suffruticosa,AM
Fortuynia garcinii,AM
Geococcus pusillus,AM
Goldbachia laevigata,AM
Goldbachia verrucosa,AM
Heliophila africana,AM
Heliophila elata,AM
Hesperis bicuspidata,AM
Hesperis matronalis,AM
Eudema rupestris,AM
Horwoodia dicksoniae,AM
Iberis amara,AM
Iberis saxatilis,AM
Iberis sempervirens,AM
Isatis djurdjurae,AM
Lobularia maritima,AM
Lepidium papillosum,AM
Lepidium sativum,AM
Lobularia maritima,AM
Lunaria rediviva,AM
Malcolmia orsiniana,AM
Maresia nana,AM
Matthiola incana,AM
Matthiola longipetala,AM
Matthiola tricuspidata,AM
Menkea australis,AM
Morettia canescens,AM
Neslia paniculata,AM
Peltaria alliacea,AM
Ptilotrichum lapeyrousianum,AM
Ptilotrichum lapeyrousianum,AM
Rorippa curvisiliqua,AM
Rorippa pyrenaica,AM
Sinapis alba,AM
Sisymbrium austriacum,AM
Sisymbrium runcinatum,AM
Sisymbrium strictissimum,AM
Stenopetalum filifolium,AM
Teesdalia nudicaulis,AM
Thlaspi arvense,AM
Thlaspi montanum,AM
Vella pseudocytisus,AM
Eutrema japonicum,AM
Winklera silaifolia,AM
Aethionema carneum,non-mycorrhizal (checked for all types)
Aethionema virgatum,non-mycorrhizal (checked for all types)
Aethionema fimbriatum,non-mycorrhizal (checked for all types)
Aethionema saxatile,non-mycorrhizal (checked for all types)
Aethionema trinervium,non-mycorrhizal (checked for all types)
Alliaria petiolata,non-mycorrhizal (checked for all types)
Alyssum dasycarpum,non-mycorrhizal (checked for all types)
Alyssoides utriculata,non-mycorrhizal (checked for all types)
Alyssum alyssoides,non-mycorrhizal (checked for all types)
Alyssum condensatum,non-mycorrhizal (checked for all types)
Alyssum contemptum,non-mycorrhizal (checked for all types)
Alyssum dasycarpum.,non-mycorrhizal (checked for all types)
Alyssum desertorum,non-mycorrhizal (checked for all types)
Alyssum heterotrichum,non-mycorrhizal (checked for all types)
Alyssum linifolium,non-mycorrhizal (checked for all types)
Alyssum szovitsianum,non-mycorrhizal (checked for all types)
Alyssum meniocoides,non-mycorrhizal (checked for all types)
Alyssum simplex,non-mycorrhizal (checked for all types)
Alyssum minutum,non-mycorrhizal (checked for all types)
Alyssum obovatum,non-mycorrhizal (checked for all types)
Aurinia saxatilis suborientalis,non-mycorrhizal (checked for all types)
Alyssum serpyllifolium,non-mycorrhizal (checked for all types)
Alyssum strigosum,non-mycorrhizal (checked for all types)
Alyssum szovitsianum,non-mycorrhizal (checked for all types)
Armoracia rusticana,non-mycorrhizal (checked for all types)
Anastatica hierochuntica,non-mycorrhizal (checked for all types)
Anelsonia eurycarpa,non-mycorrhizal (checked for all types)
Aphragmus eschscholtzianus,non-mycorrhizal (checked for all types)
Olimarabidopsis pumila,non-mycorrhizal (checked for all types)
Eutrema salsugineum,non-mycorrhizal (checked for all types)
Arabidopsis thaliana,non-mycorrhizal (checked for all types)
Crucihimalaya wallichii,non-mycorrhizal (checked for all types)
Arabis aculeolata,non-mycorrhizal (checked for all types)
Arabis blepharophylla,non-mycorrhizal (checked for all types)
Boechera breweri,non-mycorrhizal (checked for all types)
Boechera canadensis,non-mycorrhizal (checked for all types)
Arabis caucasica,non-mycorrhizal (checked for all types)
Boechera cobrensis,non-mycorrhizal (checked for all types)
Boechera cusickii,non-mycorrhizal (checked for all types)
Boechera demissa,non-mycorrhizal (checked for all types)
Boechera stricta,non-mycorrhizal (checked for all types)
Boechera fendleri,non-mycorrhizal (checked for all types)
Boechera fernaldiana,non-mycorrhizal (checked for all types)
Boechera fruticosa,non-mycorrhizal (checked for all types)
Arabis furcata,non-mycorrhizal (checked for all types)
Arabis georgiana,non-mycorrhizal (checked for all types)
Arabis gerardii,non-mycorrhizal (checked for all types)
Turritis glabra,non-mycorrhizal (checked for all types)
Boechera gracilipes,non-mycorrhizal (checked for all types)
Arabis hirsuta,non-mycorrhizal (checked for all types)
Boechera holboellii,non-mycorrhizal (checked for all types)
Boechera koehleri,non-mycorrhizal (checked for all types)
Boechera stricta,non-mycorrhizal (checked for all types)
Boechera lemmonii,non-mycorrhizal (checked for all types)
Boechera lyallii,non-mycorrhizal (checked for all types)
Arabidopsis lyrata,non-mycorrhizal (checked for all types)
Boechera microphylla,non-mycorrhizal (checked for all types)
Arabis microsperma,non-mycorrhizal (checked for all types)
Arabis nova,non-mycorrhizal (checked for all types)
Boechera nuttallii,non-mycorrhizal (checked for all types)
Arabis amplexicaulis,non-mycorrhizal (checked for all types)
Boechera pendulina,non-mycorrhizal (checked for all types)
Boechera perstellata,non-mycorrhizal (checked for all types)
Boechera platysperma,non-mycorrhizal (checked for all types)
Boechera puberula,non-mycorrhizal (checked for all types)
Boechera pulchra,non-mycorrhizal (checked for all types)
Boechera rectissima,non-mycorrhizal (checked for all types)
Boechera repanda,non-mycorrhizal (checked for all types)
Boechera gracilenta,non-mycorrhizal (checked for all types)
Boechera serotina,non-mycorrhizal (checked for all types)
Arabis serrata,non-mycorrhizal (checked for all types)
Boechera dentata,non-mycorrhizal (checked for all types)
Boechera sparsiflora,non-mycorrhizal (checked for all types)
Boechera suffrutescens,non-mycorrhizal (checked for all types)
Arabis tibetica,non-mycorrhizal (checked for all types)
Arabis turrita,non-mycorrhizal (checked for all types)
Arabis verna,non-mycorrhizal (checked for all types)
Arabis X divaricarpa,non-mycorrhizal (checked for all types)
Aubrieta columnae,non-mycorrhizal (checked for all types)
Aurinia petraea,non-mycorrhizal (checked for all types)
Aurinia saxatilis,non-mycorrhizal (checked for all types)
Barbarea vulgaris,non-mycorrhizal (checked for all types)
Barbarea intermedia,non-mycorrhizal (checked for all types)
Barbarea brachycarpa subminor,non-mycorrhizal (checked for all types)
Barbarea orthoceras,non-mycorrhizal (checked for all types)
Barbarea stricta,non-mycorrhizal (checked for all types)
Barbarea verna,non-mycorrhizal (checked for all types)
Berteroa incana,non-mycorrhizal (checked for all types)
Berteroa mutabilis,non-mycorrhizal (checked for all types)
Berteroella maximowiczii,non-mycorrhizal (checked for all types)
Biscutella auriculata,non-mycorrhizal (checked for all types)
Biscutella didyma,non-mycorrhizal (checked for all types)
Biscutella frutescens,non-mycorrhizal (checked for all types)
Biscutella valentina,non-mycorrhizal (checked for all types)
Blennodia pterosperma,non-mycorrhizal (checked for all types)
Hirschfeldia incana,non-mycorrhizal (checked for all types)
Brassica balearica,non-mycorrhizal (checked for all types)
Brassica barrelieri,non-mycorrhizal (checked for all types)
Brassica cretica,non-mycorrhizal (checked for all types)
Brassica deflexa,non-mycorrhizal (checked for all types)
Brassica fruticulosa,non-mycorrhizal (checked for all types)
Brassica juncea,non-mycorrhizal (checked for all types)
Brassica nigra,non-mycorrhizal (checked for all types)
Brassica oleracea,non-mycorrhizal (checked for all types)
Brassica oleracea,non-mycorrhizal (checked for all types)
Brassica oleracea,non-mycorrhizal (checked for all types)
Brassica oleracea,non-mycorrhizal (checked for all types)
Brassica oleracea,non-mycorrhizal (checked for all types)
Sinapis pubescens,non-mycorrhizal (checked for all types)
Brassica rapa,non-mycorrhizal (checked for all types)
Brassica rapa,non-mycorrhizal (checked for all types)
Brassica rapa,non-mycorrhizal (checked for all types)
Brassica rapa,non-mycorrhizal (checked for all types)
Braya alpina,non-mycorrhizal (checked for all types)
Braya fernaldii,non-mycorrhizal (checked for all types)
Braya glabella,non-mycorrhizal (checked for all types)
Braya humilis,non-mycorrhizal (checked for all types)
Braya longii,non-mycorrhizal (checked for all types)
Aphragmus oxycarpus,non-mycorrhizal (checked for all types)
Braya thorild-wulffii,non-mycorrhizal (checked for all types)
Brossardia papyracea,non-mycorrhizal (checked for all types)
Cakile arabica,non-mycorrhizal (checked for all types)
Cakile constricta,non-mycorrhizal (checked for all types)
Cakile edentula,non-mycorrhizal (checked for all types)
Cakile lanceolata,non-mycorrhizal (checked for all types)
Cakile maritima,non-mycorrhizal (checked for all types)
Calepina irregularis,non-mycorrhizal (checked for all types)
Camelina alyssum,non-mycorrhizal (checked for all types)
Camelina hispida,non-mycorrhizal (checked for all types)
Camelina microcarpa,non-mycorrhizal (checked for all types)
Camelina sativa,non-mycorrhizal (checked for all types)
Camelina sativa,non-mycorrhizal (checked for all types)
Hornungia petraea,non-mycorrhizal (checked for all types)
Hornungia procumbens,non-mycorrhizal (checked for all types)
Capsella rubella,non-mycorrhizal (checked for all types)
Cardamine africana,non-mycorrhizal (checked for all types)
Cardamine amara,non-mycorrhizal (checked for all types)
Cardamine angulata,non-mycorrhizal (checked for all types)
Cardamine auriculata,non-mycorrhizal (checked for all types)
Cardamine bellidifolia,non-mycorrhizal (checked for all types)
Cardamine clematitis,non-mycorrhizal (checked for all types)
Cardamine concatenata,non-mycorrhizal (checked for all types)
Cardamine cordifolia,non-mycorrhizal (checked for all types)
Cardamine douglassii,non-mycorrhizal (checked for all types)
Cardamine flaccida,non-mycorrhizal (checked for all types)
Cardamine graeca,non-mycorrhizal (checked for all types)
Cardamine gunnii,non-mycorrhizal (checked for all types)
Cardamine heptaphylla,non-mycorrhizal (checked for all types)
Cardamine impatiens,non-mycorrhizal (checked for all types)
Cardamine lilacina,non-mycorrhizal (checked for all types)
Cardamine macrocarpa,non-mycorrhizal (checked for all types)
Cardamine maxima,non-mycorrhizal (checked for all types)
Cardamine nuttallii,non-mycorrhizal (checked for all types)
Cardamine parviflora,non-mycorrhizal (checked for all types)
Cardamine paucijuga,non-mycorrhizal (checked for all types)
Cardamine pentaphyllos,non-mycorrhizal (checked for all types)
Cardamine rotundifolia,non-mycorrhizal (checked for all types)
Cardamine trichocarpa,non-mycorrhizal (checked for all types)
Arabidopsis lyrata subpetraea,non-mycorrhizal (checked for all types)
Caulanthus glaucus,non-mycorrhizal (checked for all types)
Caulanthus heterophyllus,non-mycorrhizal (checked for all types)
Guillenia lasiophylla,non-mycorrhizal (checked for all types)
Caulanthus major,non-mycorrhizal (checked for all types)
Chalcanthus renifolius,non-mycorrhizal (checked for all types)
Chamira circaeoides,non-mycorrhizal (checked for all types)
Erysimum cheiri,non-mycorrhizal (checked for all types)
Chorispora iberica,non-mycorrhizal (checked for all types)
Pseudoclausia turkestanica,non-mycorrhizal (checked for all types)
Clypeola aspera,non-mycorrhizal (checked for all types)
Clypeola cyclodontea,non-mycorrhizal (checked for all types)
Clypeola jonthlaspi,non-mycorrhizal (checked for all types)
Cochlearia anglica,non-mycorrhizal (checked for all types)
Kernera saxatilis,non-mycorrhizal (checked for all types)
Coincya monensis,non-mycorrhizal (checked for all types)
Coluteocarpus vesicaria,non-mycorrhizal (checked for all types)
Conringia persica,non-mycorrhizal (checked for all types)
Conringia planisiliqua,non-mycorrhizal (checked for all types)
Conringia austriaca,non-mycorrhizal (checked for all types)
Conringia clavata,non-mycorrhizal (checked for all types)
Lepidium didymum,non-mycorrhizal (checked for all types)
Coronopus integrifolius,non-mycorrhizal (checked for all types)
Lepidium coronopus,non-mycorrhizal (checked for all types)
Lepidium coronopus,non-mycorrhizal (checked for all types)
Crambe hispanica subabyssinica,non-mycorrhizal (checked for all types)
Crambe hispanica,non-mycorrhizal (checked for all types)
Crambe cordifolia subkotschyana,non-mycorrhizal (checked for all types)
Crambe  maritima,non-mycorrhizal (checked for all types)
Crambe orientalis,non-mycorrhizal (checked for all types)
Crambe pinnatifida,non-mycorrhizal (checked for all types)
Crambe tataria,non-mycorrhizal (checked for all types)
Cuphonotus andraeanus,non-mycorrhizal (checked for all types)
Cuphonotus humistratus,non-mycorrhizal (checked for all types)
Cusickiella douglasii,non-mycorrhizal (checked for all types)
Descurainia artemisioides,non-mycorrhizal (checked for all types)
Descurainia gilva,non-mycorrhizal (checked for all types)
Descurainia hartwegiana,non-mycorrhizal (checked for all types)
Descurainia incana,non-mycorrhizal (checked for all types)
Descurainia lemsii,non-mycorrhizal (checked for all types)
Descurainia millefolia,non-mycorrhizal (checked for all types)
Descurainia obtusa,non-mycorrhizal (checked for all types)
Descurainia sophia,non-mycorrhizal (checked for all types)
Descurainia sophioides,non-mycorrhizal (checked for all types)
Descurainia streptocarpa,non-mycorrhizal (checked for all types)
Didesmus aegyptius,non-mycorrhizal (checked for all types)
Didesmus bipinnatus,non-mycorrhizal (checked for all types)
Didymophysa aucheri,non-mycorrhizal (checked for all types)
Dimorphocarpa candicans,non-mycorrhizal (checked for all types)
Diplotaxis erucoides,non-mycorrhizal (checked for all types)
Diplotaxis harra,non-mycorrhizal (checked for all types)
Diplotaxis muralis,non-mycorrhizal (checked for all types)
Diplotaxis siifolia,non-mycorrhizal (checked for all types)
Diplotaxis tenuifolia,non-mycorrhizal (checked for all types)
Diplotaxis viminea,non-mycorrhizal (checked for all types)
Diptychocarpus  strictus,non-mycorrhizal (checked for all types)
Dithyrea californica,non-mycorrhizal (checked for all types)
Draba brachycarpa,non-mycorrhizal (checked for all types)
Draba breweri,non-mycorrhizal (checked for all types)
Draba bruniifolia,non-mycorrhizal (checked for all types)
Draba californica,non-mycorrhizal (checked for all types)
Draba corrugata,non-mycorrhizal (checked for all types)
Draba cuneifolia,non-mycorrhizal (checked for all types)
Draba fladnizensis,non-mycorrhizal (checked for all types)
Draba glabella,non-mycorrhizal (checked for all types)
Draba incana,non-mycorrhizal (checked for all types)
Draba incerta,non-mycorrhizal (checked for all types)
Draba lanceolata,non-mycorrhizal (checked for all types)
Draba lonchocarpa,non-mycorrhizal (checked for all types)
Draba oligosperma,non-mycorrhizal (checked for all types)
Draba oreades,non-mycorrhizal (checked for all types)
Draba reptans,non-mycorrhizal (checked for all types)
Draba spectabilis,non-mycorrhizal (checked for all types)
Draba stenocarpa,non-mycorrhizal (checked for all types)
Draba streptocarpa,non-mycorrhizal (checked for all types)
Draba tibetica,non-mycorrhizal (checked for all types)
Draba tomentosa,non-mycorrhizal (checked for all types)
Draba trinervis,non-mycorrhizal (checked for all types)
Draba nuda,non-mycorrhizal (checked for all types)
Dryopetalon crenatum,non-mycorrhizal (checked for all types)
Enarthrocarpus arcuatus,non-mycorrhizal (checked for all types)
Desideria himalayensis,non-mycorrhizal (checked for all types)
Erophila minima,non-mycorrhizal (checked for all types)
Eruca vesicaria,non-mycorrhizal (checked for all types)
Eruca vesicaria,non-mycorrhizal (checked for all types)
Erucaria cakiloidea,non-mycorrhizal (checked for all types)
Erucaria erucarioides,non-mycorrhizal (checked for all types)
Erucaria ,non-mycorrhizal (checked for all types)
Erucaria ollivieri,non-mycorrhizal (checked for all types)
Erucaria pinnata,non-mycorrhizal (checked for all types)
Erucastrum gallicum,non-mycorrhizal (checked for all types)
Erucastrum nasturtiifolium,non-mycorrhizal (checked for all types)
Erysimum ammophilum,non-mycorrhizal (checked for all types)
Erysimum menziesii subconcinnum,non-mycorrhizal (checked for all types)
Erysimum crassicaule,non-mycorrhizal (checked for all types)
Erysimum crassipes,non-mycorrhizal (checked for all types)
Erysimum cuspidatum,non-mycorrhizal (checked for all types)
Erysimum grandiflorum,non-mycorrhizal (checked for all types)
Erysimum odoratum,non-mycorrhizal (checked for all types)
Erysimum inconspicuum,non-mycorrhizal (checked for all types)
Erysimum ochroleucum,non-mycorrhizal (checked for all types)
Erysimum odoratum,non-mycorrhizal (checked for all types)
Erysimum redowskii,non-mycorrhizal (checked for all types)
Erysimum sisymbrioides,non-mycorrhizal (checked for all types)
Erysimum sylvestre,non-mycorrhizal (checked for all types)
Litwinowia tenuissima,non-mycorrhizal (checked for all types)
Eutrema edwardsii,non-mycorrhizal (checked for all types)
Farsetia aegyptia,non-mycorrhizal (checked for all types)
Farsetia jacquemontii,non-mycorrhizal (checked for all types)
Farsetia longistyla,non-mycorrhizal (checked for all types)
Farsetia stylosa,non-mycorrhizal (checked for all types)
Farsetia stenoptera,non-mycorrhizal (checked for all types)
Fibigia clypeata,non-mycorrhizal (checked for all types)
Fibigia eriocarpa,non-mycorrhizal (checked for all types)
Fibigia macrocarpa,non-mycorrhizal (checked for all types)
Glastaria glastifolia,non-mycorrhizal (checked for all types)
Graellsia saxifragifolia,non-mycorrhizal (checked for all types)
Exhalimolobos berlandieri,non-mycorrhizal (checked for all types)
Halimolobos hispidula,non-mycorrhizal (checked for all types)
Halimolobos lasioloba,non-mycorrhizal (checked for all types)
Heliophila arenaria,non-mycorrhizal (checked for all types)
Heliophila crithmifolia,non-mycorrhizal (checked for all types)
Heliophila diffusa,non-mycorrhizal (checked for all types)
Heliophila digitata,non-mycorrhizal (checked for all types)
Heliophila pusilla,non-mycorrhizal (checked for all types)
Heliophila seselifolia,non-mycorrhizal (checked for all types)
Hesperis bicuspidata,non-mycorrhizal (checked for all types)
Hesperis laciniata,non-mycorrhizal (checked for all types)
Hesperis persica,non-mycorrhizal (checked for all types)
Hesperis sylvestris,non-mycorrhizal (checked for all types)
Hesperis tristis,non-mycorrhizal (checked for all types)
